Company Name,Website,City,Address,Company Stage,Company_Stage_Classified,Focus Areas,Focus_Areas_Enhanced,Description,Description_Enhanced,Google_Name,Google_Address,Google_Website,Latitude,Longitude,Confidence_Score,Validation_Source,Classifier_Date
BlossomHill Therapeutics,https://bhtherapeutics.com/,San Diego,"10255 Science Center Dr Suite 200, San Diego, CA 92121, USA",,Private,Small Molecule Drug Discovery,,,,"BlossomHill Therapeutics, Inc.","10255 Science Center Dr Suite 200, San Diego, CA 92121, USA",https://www.bhtherapeutics.com/,32.8901144,-117.2314566,0.9999999999999999,BPG,2025-11-15
BlueArc Biosciences,https://www.bluearcbio.com/,Del Mar,,,Unknown,Diagnostics (Biosensors with Synthetic Biology,,,,,,,,,,BPG,2025-11-15
BlueJay Therapeutics,https://bluejaytx.com/,Redwood City,,,Private,"Monoclonal Antibody, Small Molecule",,,,,,,,,,BPG,2025-11-15
Bodyport,https://www.bodyport.com/,San Francisco,"120 2nd St # 2, San Francisco, CA 94105, USA",,Unknown,Biomarker-guided digital therapeutics,,,,Bodyport,"120 2nd St # 2, San Francisco, CA 94105, USA",http://www.bodyport.com/,37.787521,-122.39958,0.9999999999999999,BPG,2025-11-15
Boehringer Ingelheim,https://www.boehringer-ingelheim.com/,Fremont,"6701 Kaiser Dr, Fremont, CA 94555, USA",,Unknown,"Large molecule, biomanufacturing",,,,Boehringer Ingelheim USA,"6701 Kaiser Dr, Fremont, CA 94555, USA",https://www.boehringer-ingelheim.us/,37.5508877,-122.0651693,0.8866666666666666,BPG,2025-11-15
Bolt Biotherapeutics,https://www.boltbio.com/,Redwood City,"900 Chesapeake Dr, Redwood City, CA 94063, USA",,Private,Systemically delivered Immune-Stimulating Antibody Conjugates,,,,Bolt Biotherapeutics,"900 Chesapeake Dr, Redwood City, CA 94063, USA",https://boltbio.com/,37.5014653,-122.2139997,0.9999999999999999,BPG,2025-11-15
Bolt Medical,https://boltmed.com/,Carlsbad,,,Unknown,Intravascular Lithotripsy,,,,,,,,,,BPG,2025-11-15
Bone Health Technologies,https://www.osteoboost.com/,San Francisco,"370 Convention Way Suite 218, Redwood City, CA 94063, USA",,Unknown,Mechanical Bone Stimulation,,,,"Osteoboost Health, Inc.","370 Convention Way Suite 218, Redwood City, CA 94063, USA",http://osteoboost.com/,37.4944817,-122.229177,0.838562091503268,BPG,2025-11-15
Boomerang Medical,https://www.boomerangmedical.com/,Mountain View,"2495 Hospital Dr Suite 300, Mountain View, CA 94040, USA",,Unknown,Bioelectric Medicine,,,,Boomerang Medical,"2495 Hospital Dr Suite 300, Mountain View, CA 94040, USA",https://www.boomerangmedical.com/,37.3698273,-122.0823261,0.9999999999999999,BPG,2025-11-15
Bora Biologics,https://www.borabiologics.com/,San Diego,"10394 Pacific Center Ct, San Diego, CA 92121, USA",,Unknown,Contract Biologics,,,,Bora Biologics,"10394 Pacific Center Ct, San Diego, CA 92121, USA",https://borabiologics.com/,32.9065624,-117.1903523,0.9999999999999999,BPG,2025-11-15
Borvo Medical,https://borvomedical.com/,Mountain View,,,Unknown,Endoport Vacuum Assisted Collection,,,,,,,,,,BPG,2025-11-15
Boster Bio,https://www.bosterbio.com/,Pleasanton,"3942 Valley Ave Ste B, Pleasanton, CA 94566, USA",,Unknown,"Antibodies, ELISA kits, etc.",,,,Boster Bio,"3942 Valley Ave Ste B, Pleasanton, CA 94566, USA",https://www.bosterbio.com/,37.6754173,-121.8673883,0.9999999999999999,BPG,2025-11-15
Boundless Bio,https://boundlessbio.com/,San Diego,"WQ25+X3, San Diego, CA 92121, USA",,Unknown,Cancer Treatments targeting extra-chromosomal DNA,,,,"Boundless Bio, Inc.","WQ25+X3, San Diego, CA 92121, USA",http://www.boundlessbio.com/,32.9024375,-117.2423125,0.9999999999999999,BPG,2025-11-15
BrainKey,https://www.brainkey.ai/,San Francisco,"218 9th St, San Francisco, CA 94103, USA",,Unknown,AI for MRI analysis,,,,Brain Key,"218 9th St, San Francisco, CA 94103, USA",http://brainkey.ai/,37.774636,-122.4129282,0.9911111111111112,BPG,2025-11-15
Braveheart Bio,https://www.braveheart.bio/,San Francisco,,,Unknown,Therapeutics for hypertrophic cardiomyopathy and related conditions,,,,,,,,,,BPG,2025-11-15
Brenig Therapeutics,https://www.brenigther.com/,San Diego,,,Private,Neurology-focused drug development company utilizing an AI/ML-based discovery platform,,,,,,,,,,BPG,2025-11-15
Brevet,https://www.brevet.com/,Huntington Beach,"21571 Surveyor Cir, Huntington Beach, CA 92646, USA",,Unknown,Custom Medical & Industrial Component Manufacturing,,,,Brevet,"21571 Surveyor Cir, Huntington Beach, CA 92646, USA",http://brevet.com/,33.6498354,-117.9767577,0.9999999999999999,BPG,2025-11-15
BridGene Biosciences,https://www.bridgenebio.com/,San Jose,"75 Nicholson Ln, San Jose, CA 95134, USA",,Unknown,Small molecules that drug traditionally undruggable targets,,,,BridGene Biosciences,"75 Nicholson Ln, San Jose, CA 95134, USA",https://www.bridgenebio.com/home,37.4116705,-121.9464837,0.9999999999999999,BPG,2025-11-15
BridgeBio Oncology Therapeutics,https://bridgebiooncology.com/,South SF,,,Private,RAS-targeted small molecules,,,,,,,,,,BPG,2025-11-15
BridgeBio Pharma,https://bridgebio.com/,Palo Alto,"3160 Porter Dr Suite 250, Palo Alto, CA 94304, USA",,Private,Genetic Disease Treatments,,,,BridgeBio,"3160 Porter Dr Suite 250, Palo Alto, CA 94304, USA",http://bridgebio.com/,37.4066137,-122.1517297,0.9999999999999999,BPG,2025-11-15
Bright Cell,https://brightcellgroup.com/,Irvine,,,Unknown,Stem Cell Banking. Technology,,,,,,,,,,BPG,2025-11-15
Bright Uro,https://www.gleanuds.com/,Irvine,,,Unknown,Urology Diagnostic Device,,,,,,,,,,BPG,2025-11-15
BrightInsight,https://brightinsight.com/,San Jose,,,Unknown,Digital Health Platform,,,,,,,,,,BPG,2025-11-15
Brii Biosciences,https://www.briibio.com/,San Mateo,,,Unknown,"SIRNA, Biologics, Monoclonal Antibodies, Small Molecules",,,,,,,,,,BPG,2025-11-15
Brink Biologics,https://brinkbiologics.com/,San Diego,"3530 John Hopkins Ct, San Diego, CA 92121, USA",,Unknown,Stem Cell Technology,,,,"Brink Biologics, Inc.","3530 John Hopkins Ct, San Diego, CA 92121, USA",https://brinkbiologics.com/,32.892745,-117.238676,0.9999999999999999,BPG,2025-11-15
Brinter,https://brinter.com/,Santa Monica,,,Unknown,"3D bioprinted bio-synthetic implants for soft tissue and cartilage repair, including meniscus and tendon",,,,,,,,,,BPG,2025-11-15
Bristol Myers Squibb,https://www.bms.com/,Brisbane,"1000 Sierra Point Pkwy, Brisbane, CA 94005, USA",,Unknown,"Small Molecules, Biologics",,,,Bristol Myers Squibb,"1000 Sierra Point Pkwy, Brisbane, CA 94005, USA",https://www.bms.com/,37.6728543,-122.3830861,0.9999999999999999,BPG,2025-11-15
BroadPharm,https://broadpharm.com/,San Diego,"6625 Top Gun St #103, San Diego, CA 92121, USA",,Unknown,PEG & Biochemical Reagents,,,,BroadPharm,"6625 Top Gun St #103, San Diego, CA 92121, USA",https://broadpharm.com/web/,32.907797,-117.1765641,0.9999999999999999,BPG,2025-11-15
Broadwing Bio,https://broadwing.bio/,South SF,,,Unknown,Antibody based drugs for blindness,,,,,,,,,,BPG,2025-11-15
Broncus Medical,https://www.broncus.com/,San Jose,"125 Nicholson Ln, San Jose, CA 95134, USA",,Unknown,"Virtual Bronchoscopic Navigation, Peripheral Lung Biopsy",,,,Broncus Medical Inc,"125 Nicholson Ln, San Jose, CA 95134, USA",http://www.broncus.com/,37.4129966,-121.9452436,0.9999999999999999,BPG,2025-11-15
Bullseye Biosciences,https://www.bullseyebio.com/,San Francisco,,,Unknown,Vascularized Organs,,,,,,,,,,BPG,2025-11-15
Buto,https://butocorp.com/,Davis,"630 Pena Dr, Davis, CA 95618, USA",,Unknown,Alzheimer's & Fibrotic Disease Treatments,,,,Buto Corp,"630 Pena Dr, Davis, CA 95618, USA",https://butocorp.com/contact-us,38.5510978,-121.7151897,0.9999999999999999,BPG,2025-11-15
Butterfly Network,https://www.butterflynetwork.com/,Palo Alto,,,Unknown,Subscription Ultrasound Device,,,,,,,,,,BPG,2025-11-15
C.Light Technologies,https://www.clighttechnologies.com/,Santa Clara,,,Unknown,Retinal Tracking for Disease Monitoring,,,,,,,,,,BPG,2025-11-15
CAGE Bio,https://cagebio.com/,San Carlos,"733 Industrial Rd A, San Carlos, CA 94070, USA",,Unknown,Deep Eutectic Ionic Liquids for Therapeutics,,,,CAGE Bio,"733 Industrial Rd A, San Carlos, CA 94070, USA",https://cagebio.com/contact-us,37.5098021,-122.2525132,0.9999999999999999,BPG,2025-11-15
CB Therapeutics,https://www.cbthera.com/,Carlsbad,,,Private,Synthesis of Cannabinoids from Sugar,,,,,,,,,,BPG,2025-11-15
CBCC Global Research,https://www.cbcc.global/,Bakersfield,,,Unknown,Clinical Services,,,,,,,,,,BPG,2025-11-15
CDR3 Therapeutics,https://cdr3therapeutics.com/,El Segundo,,,Private,Stem Cell Therapy,,,,,,,,,,BPG,2025-11-15
CERo Therapeutics,https://www.cero.bio/,South SF,,,Private,Cellular Immunotherapy,,,,,,,,,,BPG,2025-11-15
CG Oncology,https://cgoncology.com/,Irvine,"1900 Powell St #800, Emeryville, CA 94608, USA",,Unknown,Oncolytic Virus,,,,CG Oncology,"1900 Powell St #800, Emeryville, CA 94608, USA",https://www.cgoncology.com/,37.838408,-122.299772,0.9999999999999999,BPG,2025-11-15
CGT Global,https://cgt.global/,Folsom,"1743 Creekside Dr #200, Folsom, CA 95630, USA",,Unknown,Tissue Sourcing,,,,CGT Global HQ Building,"1743 Creekside Dr #200, Folsom, CA 95630, USA",https://cgt.global/,38.672687,-121.1391886,0.9563636363636364,BPG,2025-11-15
CHO-plus,https://www.cho-plus.com/,South Sf,"329 Oyster Point Blvd South, South San Francisco, CA 94080, USA",,Unknown,Engineered mammalian cell lines and transfection methods for vastly improved therapeutic protein production and sialylation,,,,"CHO Plus, Inc.","329 Oyster Point Blvd South, South San Francisco, CA 94080, USA",http://cho-plus.com/,37.6641288,-122.3898245,0.9883333333333334,BPG,2025-11-15
CMR Naviscan,https://cmr-naviscan.com/,Carlsbad,,,Unknown,Medical imaging technology,,,,,,,,,,BPG,2025-11-15
CPC Scientific,https://cpcscientific.com/,San Jose,"160 E Tasman Dr #200, San Jose, CA 95134, USA",,Unknown,Peptides. Custom / Catalog.,,,,CPC Scientific Inc,"160 E Tasman Dr #200, San Jose, CA 95134, USA",http://www.cpcscientific.com/,37.4104899,-121.9398607,0.8999999999999999,BPG,2025-11-15
CPTx,https://cptx.bio/,South SF,,,Unknown,Gene-encoding single-stranded DNA,,,,,,,,,,BPG,2025-11-15
CRISPR QC,https://crisprqc.com/,San Diego,"8949 Kenamar Dr Suite 101, San Diego, CA 92121, USA",,Unknown,Quality Control for CRISPR,,,,CRISPR QC,"8949 Kenamar Dr Suite 101, San Diego, CA 92121, USA",https://crisprqc.com/,32.8846854,-117.1554042,0.9999999999999999,BPG,2025-11-15
CS Bio,https://www.csbio.com/,Menlo Park,"20 Kelly Ct, Menlo Park, CA 94025, USA",,Unknown,Peptide Synthesizers & Custom Synthesis,,,,CSBio,"20 Kelly Ct, Menlo Park, CA 94025, USA",http://www.csbio.com/,37.4756061,-122.1495713,0.936,BPG,2025-11-15
CSL Behring,http://www.cslbehring.com/,,,,Unknown,,,"CSL Behring is a biopharmaceutical company, manufacturing plasma-derived and recombinant therapeutic products.","CSL Behring is a biopharmaceutical company, manufacturing plasma-derived and recombinant therapeutic products.",,,,,,,Wikipedia,
CSL Plasma,https://www.cslplasma.com/,,"649 Beck Ave, Fairfield, CA 94533, USA",,Unknown,,,CSL Plasma is a plasmapheresis company which claims to be one of the largest companies of its kind in the world.,CSL Plasma is a plasmapheresis company which claims to be one of the largest companies of its kind in the world.,CSL Plasma,"649 Beck Ave, Fairfield, CA 94533, USA",https://www.cslplasma.com/center/554,38.2484895,-122.0671874,0.9999999999999999,Wikipedia,
CTK Biotech,https://ctkbiotech.com/,Poway,"13855 Stowe Dr, Poway, CA 92064, USA",,Unknown,Diagnostics,,,,CTK Biotech,"13855 Stowe Dr, Poway, CA 92064, USA",https://ctkbiotech.com/,32.941299,-117.0315715,0.9999999999999999,BPG,2025-11-15
CURE Pharmaceutical,https://curepharmaceutical.com/,Oxnard,"1620 Beacon Pl, Oxnard, CA 93033, USA",,Private,Formulation; 505(b)(2),,,,CURE Pharmaceutical Corporation,"1620 Beacon Pl, Oxnard, CA 93033, USA",https://curepharmaceutical.com/,34.1834688,-119.1615501,0.9999999999999999,BPG,2025-11-15
CYMD,https://www.cymolecular.com/,San Diego,"6349 Nancy Ridge Dr SteB, San Diego, CA 92121, USA",,Unknown,Oncology Diagnostics,,,,CYMD,"6349 Nancy Ridge Dr SteB, San Diego, CA 92121, USA",http://cymolecular.com/about-us/,32.8869579,-117.183594,0.9999999999999999,BPG,2025-11-15
CYP450-GP,https://www.cyp450-gp.com/,Vista,"2870 Scott St # 103, Vista, CA 92081, USA",,Unknown,Reagents for Early Drug Development,,,,CYP450-GP,"2870 Scott St # 103, Vista, CA 92081, USA",http://cyp450-gp.com/,33.1402325,-117.2274398,0.9999999999999999,BPG,2025-11-15
CYTORUM,https://www.cytorum.com/,Santa Clara,"3350 Scott Blvd, Santa Clara, CA 95054, USA",,Unknown,Single Cell Analysis,,,,Cytorum,"3350 Scott Blvd, Santa Clara, CA 95054, USA",https://www.cytorum.com/contact,37.3795555,-121.9863665,0.9999999999999999,BPG,2025-11-15
Cache DNA,https://www.cache-dna.com/,San Carlos,"733 Industrial Rd, San Carlos, CA 94070, USA",,Unknown,Biomolecule Preservation,,,,"Cache DNA, Inc.","733 Industrial Rd, San Carlos, CA 94070, USA",,37.5098269,-122.2525071,0.7999999999999999,BPG,2025-11-15
Cairn Biosciences,https://www.cairnbio.com/,San Francisco,,,Unknown,Live cell assays,,,,,,,,,,BPG,2025-11-15
CalBiotech,https://calbiotech.com/,El Cajon,"1935 Cordell Ct, El Cajon, CA 92020, USA",,Unknown,Microplate Coating,,,,Calbiotech Inc,"1935 Cordell Ct, El Cajon, CA 92020, USA",https://www.calbiotech.com/,32.8226956,-116.9842018,0.9999999999999999,BPG,2025-11-15
CalChem Synthesis,https://www.calchemsynthesis.com/,San Diego,"3550 General Atomics Ct, San Diego, CA 92121, USA",,Unknown,Contract Chemistry,,,,CalChem Synthesis,"3550 General Atomics Ct, San Diego, CA 92121, USA",http://www.calchemsynthesis.com/,32.8940518,-117.2362578,0.9999999999999999,BPG,2025-11-15
Cala Health,https://calahealth.com/,San Mateo,"1800 Gateway Dr suite 120, San Mateo, CA 94404, USA",,Unknown,Neurological Device,,,,Cala Health,"1800 Gateway Dr suite 120, San Mateo, CA 94404, USA",https://calahealth.com/,37.5560127,-122.2809655,0.9999999999999999,BPG,2025-11-15
CalciMedica,https://calcimedica.com/,La Jolla,"505 Coast S Blvd #202, La Jolla, CA 92037, USA",,Unknown,Small Molecules,,,,CalciMedica,"505 Coast S Blvd #202, La Jolla, CA 92037, USA",http://www.calcimedica.com/,32.843181,-117.279377,0.9999999999999999,BPG,2025-11-15
Caldera Medical,https://www.calderamedical.com/,Westlake Village,"4360 Park Terrace Dr, Westlake Village, CA 91361, USA",,Unknown,Surgical Implants for Women,,,,Caldera Medical Inc,"4360 Park Terrace Dr, Westlake Village, CA 91361, USA",http://www.calderamedical.com/,34.1446548,-118.8004606,0.9999999999999999,BPG,2025-11-15
Calico,https://www.calicolabs.com/,South SF,"1170 Veterans Blvd, South San Francisco, CA 94080, USA",,Unknown,Aging treatments,,,,Calico Life Sciences,"1170 Veterans Blvd, South San Francisco, CA 94080, USA",https://www.calicolabs.com/,37.664705,-122.3932368,0.9440000000000001,BPG,2025-11-15
Calidi Biotherapeutics,https://www.calidibio.com/,San Diego,"4475 Executive Dr Suite 200, San Diego, CA 92121, USA",,Private,Oncolytic Viruses,,,,Calidi Biotherapeutics,"4475 Executive Dr Suite 200, San Diego, CA 92121, USA",https://www.calidibio.com/,32.8750821,-117.2105505,0.9999999999999999,BPG,2025-11-15
Calyxo,https://calyxoinc.com/,Pleasanton,"4473 Willow Rd Suite 100, Pleasanton, CA 94588, USA",,Unknown,Device for Kidney Stone,,,,"Calyxo, Inc.","4473 Willow Rd Suite 100, Pleasanton, CA 94588, USA",http://calyxoinc.com/,37.6883353,-121.8979837,0.9999999999999999,BPG,2025-11-15
Cambrex Corporation,http://www.cambrex.com,,"2620 Trade Centre Ave, Longmont, CO 80503, USA",,Unknown,,,Cambrex Corporation is a contract manufacturing organization in the pharmaceutical industry.,Cambrex Corporation is a contract manufacturing organization in the pharmaceutical industry.,Cambrex Longmont,"2620 Trade Centre Ave, Longmont, CO 80503, USA",https://www.cambrex.com/,40.147336,-105.1394469,0.755,Wikipedia,
Camino Pharma,https://www.caminopharma.com/,San Diego,"9920 Pacific Heights Blvd UNIT 150, San Diego, CA 92121, USA",,Private,Cancer & Brain Therapies,,,,"Camino Pharma, LLC","9920 Pacific Heights Blvd UNIT 150, San Diego, CA 92121, USA",http://caminopharma.com/,32.9011003,-117.2003898,0.9999999999999999,BPG,2025-11-15
Canary Medical,https://canarymedical.com/,Carlsbad,"2710 Loker Ave W, Carlsbad, CA 92010, USA",,Unknown,Implant Data Transmission,,,,Canary Medical,"2710 Loker Ave W, Carlsbad, CA 92010, USA",https://canarymedical.com/contact/,33.1323158,-117.260378,0.9999999999999999,BPG,2025-11-15
Candid Therapeutics,https://www.candidrx.com/,San Diego,,,Private,Antibodies for Autoimmune Diseases,,,,,,,,,,BPG,2025-11-15
Cannabis Science,https://imcannabis.com/,,,,Unknown,,,"Cannabis Science, Inc. is a biotech company based in Irvine, California.","Cannabis Science, Inc. is a biotech company based in Irvine, California.",,,,,,,Wikipedia,
Canon Medical Systems,https://us.medical.canon/,Tustin,,,Unknown,Medical imaging tech company,,,,,,,,,,BPG,2025-11-15
Cantabio Pharmaceuticals,https://www.cantabio.com/,Palo Alto,"1250 Oakmead Pkwy, Sunnyvale, CA 94085, USA",,Private,Neurological Therapies,,,,Cantabio Pharmaceuticals,"1250 Oakmead Pkwy, Sunnyvale, CA 94085, USA",https://www.cantabio.com/,37.3864413,-121.9912004,0.9999999999999999,BPG,2025-11-15
Capacity Bio,https://www.capacitybio.com/,Los Angeles,,,Unknown,Mitophagy,,,,,,,,,,BPG,2025-11-15
Capienda Biotech,https://capienda.us/,Carlsbad,,,Unknown,Novel Technology for Drug Discovery,,,,,,,,,,BPG,2025-11-15
Capricor Therapeutics,https://www.capricor.com/,San Diego,"8840 Wilshire Blvd 2nd Floor, Beverly Hills, CA 90211, USA",,Private,Cell and exosome-based therapies for rare diseases,,,,"Capricor Therapeutics, Inc.","8840 Wilshire Blvd 2nd Floor, Beverly Hills, CA 90211, USA",http://capricor.com/,34.06671620000001,-118.3850541,0.9999999999999999,BPG,2025-11-15
Capsida Biotherapeutics,https://capsida.com/,Thousand Oaks,"1300 Rancho Conejo Blvd, Thousand Oaks, CA 91320, USA",,Private,AAV Gene Therapy,,,,Capsida Biopharmaceuticals,"1300 Rancho Conejo Blvd, Thousand Oaks, CA 91320, USA",,34.1980134,-118.9214311,0.7662302914476827,BPG,2025-11-15
Capstan Medical,https://capstanmedical.com/,Santa Cruz,,,Unknown,Heart Valve Replacement,,,,,,,,,,BPG,2025-11-15
Capulus Therapeutics,https://www.capulustx.com/,San Francisco,"535 Mission St 14th floor, San Francisco, CA 94105, USA",,Private,Small Molecules,,,,Capulus Therapeutics,"535 Mission St 14th floor, San Francisco, CA 94105, USA",http://capulustx.com/,37.788891,-122.3981,0.9999999999999999,BPG,2025-11-15
Carbiotix,https://carbiotix.com/,Palo Alto,,,Unknown,Gut Microbiota Testing,,,,,,,,,,BPG,2025-11-15
Cardiff Oncology,https://cardiffoncology.com/,San Diego,"11055 Flintkote Ave, San Diego, CA 92121, USA",,Unknown,Cancer Therapy,,,,Cardiff Oncology,"11055 Flintkote Ave, San Diego, CA 92121, USA",http://www.cardiffoncology.com/,32.9037293,-117.230933,0.9999999999999999,BPG,2025-11-15
CardioDiagnostics,https://www.cardiodiagnostics.net/,Campbell,,,Unknown,Cardiac Monitoring Services & Devices,,,,,,,,,,BPG,2025-11-15
CareDx,https://caredx.com/,Brisbane,"8000 Marina Blvd, Brisbane, CA 94005, USA",,Unknown,Diagnostics,,,,"CareDx, Inc.","8000 Marina Blvd, Brisbane, CA 94005, USA",http://caredx.com/,37.6743995,-122.3849158,0.9999999999999999,BPG,2025-11-15
Caribou Biosciences,https://www.cariboubio.com/,Berkeley,"2929 Seventh St #105, Berkeley, CA 94710, USA",,Unknown,Cellular Engineering Tools (CRISPR),,,,Caribou Biosciences,"2929 Seventh St #105, Berkeley, CA 94710, USA",http://cariboubio.com/,37.8521549,-122.2901102,0.9999999999999999,BPG,2025-11-15
Carl Zeiss Meditec,https://www.zeiss.com/meditec/en/home.html,Dublin,"5300 Central Pkwy, Dublin, CA 94568, USA",,Unknown,Medical Devices,,,,"Carl Zeiss Meditec, Inc.","5300 Central Pkwy, Dublin, CA 94568, USA",https://www.zeiss.com/meditec/us/home.html,37.707232,-121.8923135,0.9999999999999999,BPG,2025-11-15
Carlsbad Technology,http://carlsbadtech.com/,Carlsbad,"5922 Farnsworth Ct, Carlsbad, CA 92008, USA",,Unknown,"Generics, CMO",,,,Carlsbad Tech,"5922 Farnsworth Ct, Carlsbad, CA 92008, USA",http://www.carlsbadtech.com/,33.130964,-117.2824105,0.9747368421052632,BPG,2025-11-15
Carlsmed,https://carlsmed.com/,Carlsbad,"1800 Aston Ave Ste 100, Carlsbad, CA 92008, USA",,Unknown,Surgical Workflow Platform,,,,"Carlsmed, Inc.","1800 Aston Ave Ste 100, Carlsbad, CA 92008, USA",https://carlsmed.com/,33.131419,-117.291831,0.9999999999999999,BPG,2025-11-15
Cartography Biosciences,https://cartography.bio/,South SF,"230 E Grand Ave. 2nd floor suite 250, South San Francisco, CA 94080, USA",,Unknown,Cancer Immunotherapies,,,,Cartography Biosciences,"230 E Grand Ave. 2nd floor suite 250, South San Francisco, CA 94080, USA",https://cartography.bio/,37.6536246,-122.3976712,0.9999999999999999,BPG,2025-11-15
Cassava Sciences,https://www.cassavasciences.com/,,,,Unknown,,,"Cassava Sciences is an American pharmaceutical company based in Austin, Texas.","Cassava Sciences is an American pharmaceutical company based in Austin, Texas.",,,,,,,Wikipedia,
Catalyst Pharmaceuticals,http://www.catalystpharma.com/,,,,Unknown,,,"Catalyst Pharmaceuticals, Inc. is a biopharmaceutical company based in Coral Gables, Florida, United States.","Catalyst Pharmaceuticals, Inc. is a biopharmaceutical company based in Coral Gables, Florida, United States.",,,,,,,Wikipedia,
Catena Biosciences,https://catenabio.com/,Berkeley,,,Unknown,Next-gen Protein Coupling,,,,,,,,,,BPG,2025-11-15
CathWorks,https://cath.works/,Newport Beach,,,Unknown,Catheter Guidance,,,,,,,,,,BPG,2025-11-15
Cel-Sci Corporation,https://cel-sci.com/,,"8229 Boone Blvd # 802, Vienna, VA 22182, USA",,Unknown,,,"Cel-Sci Corporation (NYSE American: CVM), is a biotechnology company that tests drugs for the treatment of cancer, autoimmune and infectious diseases through the research and development of immunot...","Cel-Sci Corporation (NYSE American: CVM), is a biotechnology company that tests drugs for the treatment of cancer, autoimmune and infectious diseases through the research and development of immunot...",Cel-Sci Corporation,"8229 Boone Blvd # 802, Vienna, VA 22182, USA",http://www.cel-sci.com/,38.91545430000001,-77.2310674,0.7999999999999999,Wikipedia,
CeleCor Therapeutics,https://www.celecor.com/,Del Mar,"1201 Camino Del Mar, Del Mar, CA 92014, USA",,Private,Heart attack treatment,,,,CeleCor Therapeutics,"1201 Camino Del Mar, Del Mar, CA 92014, USA",https://www.celecor.com/,32.9567597,-117.2639248,0.9999999999999999,BPG,2025-11-15
Celestial Therapeutics,https://www.celestialtherapeutics.com/,San Diego,,,Private,Therapeutics based on innate immunity,,,,,,,,,,BPG,2025-11-15
Cell Applications,https://cellapplications.com/,San Diego,"6455 Weathers Pl, San Diego, CA 92121, USA",,Unknown,"Primary Cells, Reagents",,,,"Cell Applications, Inc.","6455 Weathers Pl, San Diego, CA 92121, USA",http://www.cellapplications.com/,32.9046422,-117.1789068,0.9999999999999999,BPG,2025-11-15
Cell Biolabs,https://www.cellbiolabs.com/,San Diego,"7758 Arjons Dr, San Diego, CA 92126, USA",,Incubator,Assays & Reagents,,,,Cell Biolabs Inc,"7758 Arjons Dr, San Diego, CA 92126, USA",http://www.cellbiolabs.com/,32.8949854,-117.1524799,0.9999999999999999,BPG,2025-11-15
CellFE,https://www.cellfebiotech.com/,Alameda,"1000 Atlantic Ave #104, Alameda, CA 94501, USA",,Unknown,Intracellular Delivery Platform for Gene-Editing,,,,CellFE,"1000 Atlantic Ave #104, Alameda, CA 94501, USA",https://www.cellfebiotech.com/,37.7802926,-122.2681114,0.9999999999999999,BPG,2025-11-15
CellMP,https://www.cellmp.com/,Menlo Park,"3475 Edison Way suite t, Menlo Park, CA 94025, USA",,Unknown,"Cell Therapy Services, Consulting",,,,CellMP,"3475 Edison Way suite t, Menlo Park, CA 94025, USA",http://www.cellmp.com/,37.4768607,-122.1975742,0.8999999999999999,BPG,2025-11-15
CellMax Life,https://cellmaxlife.com/,Sunnyvale,"1271 Oakmead Pkwy, Sunnyvale, CA 94085, USA",,Unknown,Blood Test for Colon Cancer,,,,CellMax Life,"1271 Oakmead Pkwy, Sunnyvale, CA 94085, USA",http://cellmaxlife.in/,37.3870808,-121.9905423,0.9,BPG,2025-11-15
CellSight Technologies,https://cellsighttech.com/,San Francisco,"185 Berry St #350, San Francisco, CA 94107, USA",,Unknown,Cancer immunotherapy imaging,,,,"CellSight Technologies, Inc.","185 Berry St #350, San Francisco, CA 94107, USA",http://cellsighttechnologies.com/,37.7765973,-122.3919488,0.9,BPG,2025-11-15
CellXLife,https://cellxlife.com/,Los Angeles,,,Unknown,Cell Therapy,,,,,,,,,,BPG,2025-11-15
Cellanome,https://www.cellanome.com/,Foster City,"500 Lincoln Centre Dr, Foster City, CA 94404, USA",,Unknown,Multiomics Platform,,,,Cellanome,"500 Lincoln Centre Dr, Foster City, CA 94404, USA",https://cellanome.com/,37.5678546,-122.2700258,0.9999999999999999,BPG,2025-11-15
Cellarcus Biosciences,https://www.cellarcus.com/,La Jolla,"505 Coast S Blvd Ste 409, La Jolla, CA 92037, USA",,Unknown,Extracellular Vesicle Analysis Assays,,,,cellarcus biosciences,"505 Coast S Blvd Ste 409, La Jolla, CA 92037, USA",https://www.cellarcus.com/contact-us/,32.84324000000001,-117.2794604,0.9999999999999999,BPG,2025-11-15
Cellares,https://www.cellares.com/,San Francisco,"341 Allerton Ave, South San Francisco, CA 94080, USA",,Unknown,Cell Therapy Manufacturing Technology,,,,Cellares,"341 Allerton Ave, South San Francisco, CA 94080, USA",https://www.cellares.com/,37.6532029,-122.391737,0.9999999999999999,BPG,2025-11-15
CellarisBio,https://cellarisbio.com/,San Diego,,,Unknown,Micro-Tag cell target engagement platform,,,,,,,,,,BPG,2025-11-15
Cellastra,https://www.cellastra.com/,San Francisco,"201 Spear St #1100, San Francisco, CA 94105, USA",,Unknown,Anti-scarring gene therapy/peptides,,,,Cellastra Inc,"201 Spear St #1100, San Francisco, CA 94105, USA",http://cellastra.com/,37.7913437,-122.3928159,0.9999999999999999,BPG,2025-11-15
Celldom,https://www.celldom.com/,San Diego,,,Unknown,Single-Cell Biology Platform,,,,,,,,,,BPG,2025-11-15
