Company Name,Website,City,Address,Company Stage,Company_Stage_Classified,Focus Areas,Focus_Areas_Enhanced,Description,Description_Enhanced,Google_Name,Google_Address,Google_Website,Latitude,Longitude,Confidence_Score,Validation_Source,Classifier_Date
Guardant Health,https://guardanthealth.com/,Palo Alto,"3100 Hanover St, Palo Alto, CA 94304, USA",,Unknown,Biopsy-free Cancer Diagnostics,,,,"Guardant Health, Palo Alto, CA","3100 Hanover St, Palo Alto, CA 94304, USA",https://guardanthealth.com/,37.4136179,-122.1459059,0.9628571428571427,BPG,2025-11-15
Gyder Surgical,https://gydersurgical.com/,Palo Alto,"3790 El Camino Real #1159, Palo Alto, CA 94306, USA",,Unknown,Surgical Devices,,,,Gyder Surgical,"3790 El Camino Real #1159, Palo Alto, CA 94306, USA",http://gydersurgical.com/,37.4174779,-122.1317153,0.9999999999999999,BPG,2025-11-15
Gynesonics,https://gynesonics.com/us/,Redwood City,,,Unknown,Uterine fibroids ablation,,,,,,,,,,BPG,2025-11-15
Gyre Therapeutics,https://www.gyretx.com/,San Diego,"12770 High Bluff Dr, San Diego, CA 92130, USA",,Private,Organ fibrosis and inflammatory diseases,,,,Gyre Therapeutics,"12770 High Bluff Dr, San Diego, CA 92130, USA",https://www.gyretx.com/contact/,32.9507875,-117.2403752,0.9999999999999999,BPG,2025-11-15
HAYA Therapeutics,https://www.hayatx.com/,San Diego,"ALANINE, Rte de la Corniche, 1066 Epalinges, Switzerland",,Private,"RNA-based, RNA-targeting Fibrotic Therapies",,,,HAYA Therapeutics,"ALANINE, Rte de la Corniche, 1066 Epalinges, Switzerland",https://hayatx.com/,46.5420591,6.6620556,0.7999999999999999,BPG,2025-11-15
HD Medical,https://hdmedicalgroup.com/,Santa Clara,"4633 Old Ironsides Dr, Santa Clara, CA 95054, USA",,Unknown,Intelligent Stethoscope,,,,HD Medical Group,"4633 Old Ironsides Dr, Santa Clara, CA 95054, USA",https://hdmedicalgroup.com/about/,37.3965228,-121.9789654,0.9700000000000001,BPG,2025-11-15
HOPO Therapeutics,https://www.hopotx.com/,Emeryville,,,Private,Heavy Metal Poisoning Prevention,,,,,,,,,,BPG,2025-11-15
HORIBA Medical,https://www.horiba.com/int/healthcare/,Irvine,"9755 Research Dr, Irvine, CA 92618, USA",,Unknown,"Hematology, Hemostasis, Clinical Chemistry",,,,HORIBA,"9755 Research Dr, Irvine, CA 92618, USA",https://www.horiba.com/,33.6334395,-117.7287398,0.9542857142857143,BPG,2025-11-15
HTD Biosystems,https://www.htdcorp.com/,Livermore,"3197 Independence Dr, Livermore, CA 94551, USA",,Unknown,Contract Development,,,,HTD Biosystems Inc,"3197 Independence Dr, Livermore, CA 94551, USA",https://www.htdcorp.com/,37.7079506,-121.8118653,0.9999999999999999,BPG,2025-11-15
HUGENX,https://www.hugenx.com/,Irvine,,,Unknown,Lab Management Software,,,,,,,,,,BPG,2025-11-15
Hallux,https://halluxinc.com/,Laguna Hills,"23052 Alcalde Dr # A, Laguna Hills, CA 92653, USA",,Unknown,Toenail Fungus Treatment,,,,Hallux Inc,"23052 Alcalde Dr # A, Laguna Hills, CA 92653, USA",https://halluxinc.com/,33.6223761,-117.7274361,0.9999999999999999,BPG,2025-11-15
Halo Biosciences,https://halobiosciences.com/,Palo Alto,,,Unknown,Small Molecules,,,,,,,,,,BPG,2025-11-15
Halozyme Therapeutics,https://halozyme.com/,San Diego,"12390 El Camino Real, San Diego, CA 92130, USA",,Private,"Extracellular Matrix, Licensed out",,,,"Halozyme Therapeutics, Inc.","12390 El Camino Real, San Diego, CA 92130, USA",http://www.halozyme.com/,32.9416729,-117.2407687,0.9999999999999999,BPG,2025-11-15
Hand Biomechanics Lab,https://handbiolab.com/,Sacramento,"77 Scripps Dr #104, Sacramento, CA 95825, USA",,Unknown,Hand Corrective Devices,,,,Hand Biomechanics Lab,"77 Scripps Dr #104, Sacramento, CA 95825, USA",http://www.handbiolab.com/contact/,38.5723166,-121.4108496,0.9999999999999999,BPG,2025-11-15
Handa Pharmaceuticals,http://handapharma.com/,San Jose,"2025 Gateway Pl Suite 480, San Jose, CA 95110, USA",,Private,Specialty pharmaceutical development - generic and 505(b)(2),,,,"Handa Pharma, Inc.","2025 Gateway Pl Suite 480, San Jose, CA 95110, USA",https://handapharma.com/,37.3706799,-121.9240982,0.9999999999999999,BPG,2025-11-15
Harbor MedTech,https://www.harbormedtech.com/,Lake Forest,"21076 Bake Pkwy #100, Lake Forest, CA 92630, USA",,Unknown,Orthopedic soft tissue repair solutions,,,,Harbor Medtech Inc.,"21076 Bake Pkwy #100, Lake Forest, CA 92630, USA",http://www.harbormedtech.com/,33.6563153,-117.699981,0.9999999999999999,BPG,2025-11-15
Harrow Health,http://harrowinc.com,,,,Unknown,,,"Harrow Health, Inc., formerly known as Imprimis Pharmaceuticals, is a publicly traded pharmaceutical company based in Nashville, Tennessee.","Harrow Health, Inc., formerly known as Imprimis Pharmaceuticals, is a publicly traded pharmaceutical company based in Nashville, Tennessee.",,,,,,,Wikipedia,
Hawkeye Bio,https://www.hawkeyebio.com/,Torrance,,,Unknown,Lung Cancer Diagnosis,,,,,,,,,,BPG,2025-11-15
HealthBio AI,https://www.healthbioai.com/,Hayward,,,Unknown,Molecular Diagnostics,,,,,,,,,,BPG,2025-11-15
HeartBeam,https://www.heartbeam.com/,Santa Clara,,,Unknown,Heart Attack Detector,,,,,,,,,,BPG,2025-11-15
HeartFlow,https://www.heartflow.com/,Mountain View,"331 E Evelyn Ave, Mountain View, CA 94041, USA",,Unknown,Coronary heart diseases assessment,,,,HeartFlow,"331 E Evelyn Ave, Mountain View, CA 94041, USA",http://www.heartflow.com/,37.3873074,-122.060174,0.9999999999999999,BPG,2025-11-15
Helicore Biopharma,https://www.helicore.com/,San Mateo,,,Private,"Obesity Therapies, Monoclonal Antibody",,,,,,,,,,BPG,2025-11-15
Helio Genomics,https://heliogenomics.com/,Irvine,"9950 Research Dr, Irvine, CA 92618, USA",,Unknown,Cancer Diagnostics,,,,Helio Genomics (fka Helio Health),"9950 Research Dr, Irvine, CA 92618, USA",https://heliogenomics.com/,33.6297797,-117.7282199,0.9561290322580646,BPG,2025-11-15
Helix,https://www.helix.com/,San Mateo,"101 S Ellsworth Ave #350, San Mateo, CA 94401, USA",,Unknown,Genetic Testing,,,,"Helix, Inc.","101 S Ellsworth Ave #350, San Mateo, CA 94401, USA",https://www.helix.com/,37.5665827,-122.3243479,0.9999999999999999,BPG,2025-11-15
Help Remedies,http://www.businessweek.com/articles/2012-03-22/help-remediess-hip-pharma,,,,Unknown,,,"Help Remedies, Inc.","Help Remedies, Inc.",,,,,,,Wikipedia,
HepaTx,https://hepatx.com/,Palo Alto,,,Unknown,Stem-Cell Based Liver Therapies,,,,,,,,,,BPG,2025-11-15
Herophilus,https://www.herophilus.com/,San Francisco,"1405 Minnesota St, San Francisco, CA 94107, USA",,Unknown,Phenotypic screening to discover novel drugs for complex neurological and psychiatric diseases,,,,Herophilus,"1405 Minnesota St, San Francisco, CA 94107, USA",https://www.herophilus.com/,37.7519894,-122.3893802,0.8999999999999999,BPG,2025-11-15
Hexagon Bio,https://www.hexagonbio.com/,Menlo Park,"1490 O'Brien Dr, Menlo Park, CA 94025, USA",,Unknown,"Fungal Genomic Sequencing, Possible Therapeutic Applications",,,,Hexagon Bio,"1490 O'Brien Dr, Menlo Park, CA 94025, USA",https://www.hexagonbio.com/,37.4761173,-122.1413398,0.9999999999999999,BPG,2025-11-15
Hikari Medical Technologies,https://www.hikarimedical.com/,Santa Barbara,,,Unknown,Non-invasive Drug Dosing Solution,,,,,,,,,,BPG,2025-11-15
Hillhurst Biopharmaceuticals,https://hillhurstbio.com/,San Diego,"2029 Verdugo Blvd, Montrose, CA 91020, USA",,Private,Oral Carbon Monoxide Therapeutics,,,,Hillhurst Biopharmaceuticals Inc,"2029 Verdugo Blvd, Montrose, CA 91020, USA",,34.2052562,-118.2203219,0.7999999999999999,BPG,2025-11-15
Hinge Bio,https://hingebio.com/,Burlingame,"863 Mitten Rd, Burlingame, CA 94010, USA",,Unknown,Next-generation of multi-functional antibodies and Fc-fusion proteins,,,,Hinge Bio,"863 Mitten Rd, Burlingame, CA 94010, USA",https://hingebio.com/,37.6004871,-122.3742745,0.9999999999999999,BPG,2025-11-15
Hinge Therapeutics,https://hingethera.com/,Sunnyvale,,,Private,AI Small Molecule Drug Discovery,,,,,,,,,,BPG,2025-11-15
Histologics,https://histologics.com/index.php,Anaheim,"4095 E La Palma Ave suite n, Anaheim, CA 92807, USA",,Unknown,Biopsy Technology,,,,Histologics LLC,"4095 E La Palma Ave suite n, Anaheim, CA 92807, USA",https://www.histologics.com/,33.859738,-117.828641,0.9999999999999999,BPG,2025-11-15
Holoclara,https://holoclara.com/,Los Angeles,,,Unknown,Orally-available Therapies Derived From Worms,,,,,,,,,,BPG,2025-11-15
Hologic,https://www.hologic.com/,San Diego,"10210 Genetic Center Dr, San Diego, CA 92121, USA",,Unknown,"Diagnostic, Imaging",,,,"Hologic, Inc.","10210 Genetic Center Dr, San Diego, CA 92121, USA",http://www.hologic.com/,32.9054454,-117.1840102,0.9999999999999999,BPG,2025-11-15
Hongene Biotech Corporation,https://www.hongene.com/,Union City,"29520 Kohoutek Way, Union City, CA 94587, USA",,Unknown,"Research chemicals, nucleic acids",,,,Hongene Biotech Corporation,"29520 Kohoutek Way, Union City, CA 94587, USA",http://hongene.com/,37.608966,-122.0802334,0.9999999999999999,BPG,2025-11-15
Horiba Instruments,https://www.horiba.com/int/,Irvine,"9755 Research Dr, Irvine, CA 92618, USA",,Unknown,Equipment,,,,HORIBA,"9755 Research Dr, Irvine, CA 92618, USA",https://www.horiba.com/,33.6334395,-117.7287398,0.9466666666666667,BPG,2025-11-15
Hospi Corporation,https://www.hospicorp.com/,San Mateo,"1650 S Amphlett Blvd UNIT 201, San Mateo, CA 94402, USA",,Unknown,Catheter,,,,Hospi Corporation,"1650 S Amphlett Blvd UNIT 201, San Mateo, CA 94402, USA",https://www.hospicorp.com/,37.5594662,-122.3034163,0.9999999999999999,BPG,2025-11-15
Hospira,https://www.pfizerhospitalus.com,,,,Unknown,,,"Hospira was an American global pharmaceutical and medical device company with headquarters in Lake Forest, Illinois. It had approximately 19,000 employees.","Hospira was an American global pharmaceutical and medical device company with headquarters in Lake Forest, Illinois. It had approximately 19,000 employees.",,,,,,,Wikipedia,
Human Longevity,https://www.humanlongevity.com/,San Diego,"4570 Executive Dr, San Diego, CA 92121, USA",,Unknown,Genotype / Phenotype database for therapeutic / diagnostics discovery,,,,"Human Longevity, Inc.","4570 Executive Dr, San Diego, CA 92121, USA",https://humanlongevity.com/,32.8776526,-117.2092405,0.9999999999999999,BPG,2025-11-15
Humanity Neurotech,https://www.humanityneurotech.com/,San Francisco,,,Unknown,Brain devices,,,,,,,,,,BPG,2025-11-15
Huya Bioscience,https://huyabio.com/,San Diego,"12531 High Bluff Dr # 138, San Diego, CA 92130, USA",,Unknown,Compound Advancement,,,,HUYABIO International,"12531 High Bluff Dr # 138, San Diego, CA 92130, USA",https://www.huyabio.com/,32.9454078,-117.2400064,0.8645887445887445,BPG,2025-11-15
HypO2Regen,https://ho2rx.com/,Berkeley,,,Unknown,Regenerative Therapies,,,,,,,,,,BPG,2025-11-15
I Peace,https://ipeace.com/en/,Palo Alto,,,Unknown,"iPSC Cell Banking, Research Products, Cell Manufacturing",,,,,,,,,,BPG,2025-11-15
IDEAYA Biosciences,https://www.ideayabio.com/,South SF,"5000 Shoreline Ct # 300, South San Francisco, CA 94080, USA",,Unknown,Personalized Synthetic Medicines,,,,Ideaya Biosciences,"5000 Shoreline Ct # 300, South San Francisco, CA 94080, USA",https://www.ideayabio.com/,37.6703657,-122.3884858,0.9999999999999999,BPG,2025-11-15
IFM Therapeutics,http://ifmthera.com/,,"855 Boylston St 11th floor, Boston, MA 02116, USA",,Unknown,,,IFM Therapeutics is a pharmaceutical company focused on developing biological treatments for autoimmune diseases.,IFM Therapeutics is a pharmaceutical company focused on developing biological treatments for autoimmune diseases.,"IFM Therapeutics, LLC","855 Boylston St 11th floor, Boston, MA 02116, USA",http://www.ifmthera.com/,42.3487239,-71.0830603,0.7999999999999999,Wikipedia,
IGeneX,https://igenex.com/,Milpitas,"556 Gibraltar Dr, Milpitas, CA 95035, USA",,Unknown,Lyme / tick-borne disease assays,,,,IGeneX Inc.,"556 Gibraltar Dr, Milpitas, CA 95035, USA",https://igenex.com/,37.4157409,-121.8921966,0.9999999999999999,BPG,2025-11-15
IHP Therapeutics,https://www.ihptherapeutics.com/,San Carlos,,,Private,Drug Development for Urgent Medical Needs,,,,,,,,,,BPG,2025-11-15
IMIDomics,https://www.imidomics.com/,San Rafael,,,Unknown,Treatments for immune-mediated inflammatory diseases; Biobank platform,,,,,,,,,,BPG,2025-11-15
INOMIXO,https://www.inomixo.com/,San Jose,,,Unknown,Nano-LC Columns,,,,,,,,,,BPG,2025-11-15
IPS HEART,https://ipsheart.com/,San Diego,,,Unknown,Induced pluripotent stem cell cardiac therapy,,,,,,,,,,BPG,2025-11-15
IQVIA,https://www.iqvia.com/,San Diego,,,Unknown,Clinical Research,,,,,,,,,,BPG,2025-11-15
IRIDEX,https://www.iridex.com/,Mountain View,"1212 Terra Bella Ave, Mountain View, CA 94043, USA",,Unknown,Ophthalmic lasers,,,,Iridex Corporation,"1212 Terra Bella Ave, Mountain View, CA 94043, USA",http://www.iridex.com/,37.4092046,-122.0786846,0.9999999999999999,BPG,2025-11-15
ISTA Pharmaceuticals,http://www.istavision.com,,,,Unknown,,,"ISTA Pharmaceuticals, Inc., was a US-based pharmaceutical company that specialized in ophthalmic pharmaceutical products and discovers, develops, and markets therapies for inflammation, ocular pain...","ISTA Pharmaceuticals, Inc., was a US-based pharmaceutical company that specialized in ophthalmic pharmaceutical products and discovers, develops, and markets therapies for inflammation, ocular pain...",,,,,,,Wikipedia,
Iambic Therapeutics,https://www.iambic.ai/,San Diego,"5627 Oberlin Dr UNIT 120, San Diego, CA 92121, USA",,Private,AI-based Drug Discovery,,,,"Iambic Therapeutics, Inc.","5627 Oberlin Dr UNIT 120, San Diego, CA 92121, USA",https://www.iambic.ai/,32.89104349999999,-117.1965963,0.9999999999999999,BPG,2025-11-15
Ichor Medical Systems,https://ichorms.com/,San Diego,"6310 Nancy Ridge Dr STE 107, San Diego, CA 92121, USA",,Unknown,Enhanced Delivery of Gene Therapy,,,,Ichor Medical Systems,"6310 Nancy Ridge Dr STE 107, San Diego, CA 92121, USA",https://ichorms.com/,32.8877802,-117.1834451,0.9999999999999999,BPG,2025-11-15
IconOVir Bio,https://iconovir.com/,San Diego,"4570 Executive Dr #350, San Diego, CA 92121, USA",,Unknown,Oncolytic Virus Therapy,,,,IconOVir Bio,"4570 Executive Dr #350, San Diego, CA 92121, USA",,32.8778378,-117.2089545,0.7999999999999999,BPG,2025-11-15
Idience,https://www.idience.com/,San Francisco,,,Unknown,Cancer Therapies,,,,,,,,,,BPG,2025-11-15
IgGenix,https://iggenix.com/,South SF,"681 Gateway Blvd, South San Francisco, CA 94080, USA",,Unknown,Allergy Antibody Therapy,,,,"IgGenix, Inc","681 Gateway Blvd, South San Francisco, CA 94080, USA",http://iggenix.com/,37.6587657,-122.3988292,0.9999999999999999,BPG,2025-11-15
Igenomix,https://www.igenomix.com/,Torrance,"383 Van Ness Ave #1605, Torrance, CA 90501, USA",,Unknown,Contract genetic testing for reproductive health; covid-19 pcr,,,,Igenomix USA Los Angeles,"383 Van Ness Ave #1605, Torrance, CA 90501, USA",http://www.igenomix.us/,33.84459500000001,-118.32041,0.8466666666666666,BPG,2025-11-15
Illumina,https://www.illumina.com/,Hayward,"25861 Industrial Blvd, Hayward, CA 94545, USA",,Unknown,"Genomic tools, research products, molecular diagnostics, NGS",,,,"Illumina, Inc.","25861 Industrial Blvd, Hayward, CA 94545, USA",http://www.illumina.com/,37.6340863,-122.1129031,0.9999999999999999,BPG,2025-11-15
Illuminant Surgical,https://www.illuminant.ai/,Culver City,"5855 Green Valley Cir #101, Culver City, CA 90230, USA",,Unknown,Surgical Visualization,,,,Illuminant Surgical,"5855 Green Valley Cir #101, Culver City, CA 90230, USA",https://www.illuminant.ai/,33.9835709,-118.3886203,0.9999999999999999,BPG,2025-11-15
Imagene,https://imagenebio.com/,San Diego,,,Unknown,Biologics,,,,,,,,,,BPG,2025-11-15
Immix Biopharma,https://immixbio.com/,Los Angeles,,,Private,Small Molecules,,,,,,,,,,BPG,2025-11-15
Immune Inc.,https://www.beimmune.com/,Carlsbad,,,Unknown,"Pharm, Device, Biotech Consulting",,,,,,,,,,BPG,2025-11-15
Immune-Onc Therapeutics,https://www.immune-onc.com/,Palo Alto,"795 San Antonio Rd, Palo Alto, CA 94303, USA",,Private,Immuno-Oncology,,,,Immune-Onc Therapeutics,"795 San Antonio Rd, Palo Alto, CA 94303, USA",http://www.immune-onc.com/,37.4210994,-122.1036121,0.9999999999999999,BPG,2025-11-15
ImmuneBridge,https://www.immunebridge.com/,San Francisco,,,Unknown,Allogeneic immunotherapies for cancer,,,,,,,,,,BPG,2025-11-15
Immunicom,https://immunicom.com/,San Diego,"6048 Cornerstone Ct W, San Diego, CA 92121, USA",,Unknown,Blood-filtering Cancer Treatments,,,,Immunicom,"6048 Cornerstone Ct W, San Diego, CA 92121, USA",https://immunicom.com/contact-us/,32.8971428,-117.1901841,0.9999999999999999,BPG,2025-11-15
Immunis,https://immunisbiomedical.com/home/,Irvine,"18301 Von Karman Ave, Irvine, CA 92612, USA",,Unknown,Secretome Technology,,,,"Immunis, Inc.","18301 Von Karman Ave, Irvine, CA 92612, USA",http://www.immunisbiomedical.com/,33.6777078,-117.8544951,0.9999999999999999,BPG,2025-11-15
ImmunityBio,https://immunitybio.com/,El Segundo,"440 Duley Rd, El Segundo, CA 90245, USA",,Unknown,Cellular therapy,,,,"ImmunityBio, Inc.","440 Duley Rd, El Segundo, CA 90245, USA",http://www.immunitybio.com/,33.9227271,-118.3848648,0.9999999999999999,BPG,2025-11-15
Immuno Concepts,https://immunoconcepts.com/,Sacramento,"9825 Goethe Rd, Sacramento, CA 95827, USA",,Unknown,Diagnostics,,,,Immuno Concepts Inc,"9825 Goethe Rd, Sacramento, CA 95827, USA",http://www.immunoconcepts.com/,38.5549173,-121.3273133,0.9999999999999999,BPG,2025-11-15
ImmunoMind,https://immunomind.com/,Berkeley,,,Unknown,AI-powered platform for ultra-fast discovery of biomarkers,,,,,,,,,,BPG,2025-11-15
ImmunoVec,https://immunovec.com/,Los Angeles,,,Unknown,Gene Therapy for Hematopoietic Diseases,,,,,,,,,,BPG,2025-11-15
ImmunoVision,https://immunovision.com/,El Cajon,,,Unknown,Autoimmune Reagents,,,,,,,,,,BPG,2025-11-15
Imorgon,https://imorgon.net/,San Mateo,"1700 S El Camino Real, San Mateo, CA 94402, USA",,Unknown,Ultrasound,,,,"Imorgon Medical, LLC","1700 S El Camino Real, San Mateo, CA 94402, USA",https://imorgon.net/imorgon-medical-contact-info/,37.5520308,-122.3148092,0.9573333333333333,BPG,2025-11-15
Imperative Care,https://imperativecare.com/,Campbell,"1359 Dell Ave, Campbell, CA 95008, USA",,Unknown,Large Diameter Catheters for stroke care,,,,Imperative Care Inc.,"1359 Dell Ave, Campbell, CA 95008, USA",http://imperativecare.com/,37.2659531,-121.9555052,0.9999999999999999,BPG,2025-11-15
Impilo Therapeutics,https://impilotherapeutics.com/,San Diego,,,Private,ASOs,,,,,,,,,,BPG,2025-11-15
Implen,https://www.implen.de/,Westlake Village,"31194 La Baya Dr Suite 104, Westlake Village, CA 91362, USA",,Unknown,Spectroscopy instruments and consumables for the non-destructive analysis of ultra low volume samples,,,,"Implen, Inc.","31194 La Baya Dr Suite 104, Westlake Village, CA 91362, USA",https://www.implen.com/,34.1556416,-118.8018963,0.9,BPG,2025-11-15
Imvaria,https://imvaria.com/,Berkeley,,,Unknown,Digital Biomarker Platform,,,,,,,,,,BPG,2025-11-15
InCarda Therapeutics,https://www.incardatherapeutics.com/,Newark,"39899 Balentine Dr Suite 185, Newark, CA 94560, USA",,Private,Pulmonary drug delivery,,,,"InCarda Therapeutics, Inc","39899 Balentine Dr Suite 185, Newark, CA 94560, USA",https://incardatherapeutics.com/,37.5211135,-121.9938234,0.9999999999999999,BPG,2025-11-15
InClin,https://www.inclin.com/,San Mateo,"155 Bovet Rd # 660, San Mateo, CA 94402, USA",,Unknown,"Clinical Research, Consulting",,,,"InClin, Inc.","155 Bovet Rd # 660, San Mateo, CA 94402, USA",http://inclin.com/,37.5497423,-122.3167488,0.9999999999999999,BPG,2025-11-15
InVivoScribe,https://invivoscribe.com/,San Diego,"10222 Barnes Canyon Rd building 1, San Diego, CA 92121, USA",,Unknown,Molecular Diagnostics,,,,"Invivoscribe, Inc.","10222 Barnes Canyon Rd building 1, San Diego, CA 92121, USA",http://www.invivoscribe.com/,32.9006681,-117.1972476,0.9999999999999999,BPG,2025-11-15
Inapill,https://www.inapill.com/,Berkeley,,,Unknown,Small Molecules,,,,,,,,,,BPG,2025-11-15
Inari Medical,https://www.inarimedical.com/,Irvine,"6001 Oak Canyon Ste. 100, Irvine, CA 92618, USA",,Unknown,Catheter-based technologies for the treatment of venous thromboembolism,,,,Inari Medical,"6001 Oak Canyon Ste. 100, Irvine, CA 92618, USA",http://inarimedical.com/,33.6803979,-117.7683057,0.9999999999999999,BPG,2025-11-15
Inceptive,https://inceptive.life/,Palo Alto,"3440 Hillview Ave Suite D100, Palo Alto, CA 94304, USA",,Unknown,Biological Computers,,,,Inceptive,"3440 Hillview Ave Suite D100, Palo Alto, CA 94304, USA",http://inceptive.life/,37.3960358,-122.1464466,0.9999999999999999,BPG,2025-11-15
Incyte,http://incyte.com,,,,Unknown,,,"Incyte Corporation is an American multinational pharmaceutical company with headquarters in Wilmington, Delaware.","Incyte Corporation is an American multinational pharmaceutical company with headquarters in Wilmington, Delaware.",,,,,,,Wikipedia,
Indapta Therapeutics,https://indapta.com/,San Francisco,,,Private,allogeneic FcR?-deficient natural killer cells,,,,,,,,,,BPG,2025-11-15
Indee Labs,https://www.indeelabs.com/,Berkeley,,,Research,Gene Delivery Technology,,,,,,,,,,BPG,2025-11-15
Indi Molecular,https://www.indimolecular.com/,Los Angeles,"6160 Bristol Pkwy Suite 200, Culver City, CA 90230, USA",,Unknown,Small synthetic molecule replacement for antibody-based therapeutics,,,,Indi Molecular,"6160 Bristol Pkwy Suite 200, Culver City, CA 90230, USA",http://www.indimolecular.com/,33.9841912,-118.3895639,0.9999999999999999,BPG,2025-11-15
Induce Biologics,https://www.inducebiologics.com/,Irvine,"15 Cushing, Irvine, CA 92618, USA",,Unknown,Bone regenerative devices,,,,Induce Biologics USA Inc.,"15 Cushing, Irvine, CA 92618, USA",https://www.inducebiologics.com/,33.6390215,-117.7386659,0.9839999999999999,BPG,2025-11-15
Infinant Health,https://www.infinanthealth.com/,Davis,,,Unknown,Probiotic Bacteria,,,,,,,,,,BPG,2025-11-15
Infinimmune,https://www.infinimmune.com/,Alameda,"1600 Harbor Bay Pkwy Suite 150, Alameda, CA 94502, USA",,Unknown,Human Antibody Therapeutics,,,,Infinimmune,"1600 Harbor Bay Pkwy Suite 150, Alameda, CA 94502, USA",https://infinimmune.com/,37.7247662,-122.2404725,0.9999999999999999,BPG,2025-11-15
Infinity Neuro,https://www.infinity-neuro.com/,Lake Forest,"105 N Pointe Dr Suite E, Lake Forest, CA 92630, USA",,Unknown,Device to treat stroke,,,,Infinity Neuro,"105 N Pointe Dr Suite E, Lake Forest, CA 92630, USA",https://www.infinity-neuro.com/about-us,33.66107180000001,-117.6934357,0.9999999999999999,BPG,2025-11-15
Infixion Bioscience,https://www.infixionbio.com/,San Diego,,,Unknown,Neurofibromatosis Type 1 Treatments,,,,,,,,,,BPG,2025-11-15
Inflammatix,https://inflammatix.com/,Sunnyvale,"540 Oakmead Pkwy, Sunnyvale, CA 94085, USA",,Unknown,Sepsis Diagnostics,,,,Inflammatix,"540 Oakmead Pkwy, Sunnyvale, CA 94085, USA",https://inflammatix.com/contact-inflammatix/,37.3852032,-121.9879832,0.9999999999999999,BPG,2025-11-15
Inhibrx Biosciences,https://inhibrx.com/,La Jolla,"11025 N Torrey Pines Rd STE 200, La Jolla, CA 92037, USA",,Unknown,"Antibodies, Fusion Proteins",,,,Inhibrx,"11025 N Torrey Pines Rd STE 200, La Jolla, CA 92037, USA",http://www.inhibrx.com/,32.9059366,-117.2429628,0.9494736842105264,BPG,2025-11-15
Initial Therapeutics,https://initialtx.com/,South SF,,,Private,Selective Termination of protein Synthesis Platform,,,,,,,,,,BPG,2025-11-15
InjectSense,https://www.injectsense.com/,Emeryville,"2000 Powell St Suite 1425, Emeryville, CA 94608, USA",,Unknown,In-vivo monitoring of intra-ocular pressure to assess glaucoma therapy effectiveness,,,,Injectsense,"2000 Powell St Suite 1425, Emeryville, CA 94608, USA",https://www.injectsense.com/,37.8379279,-122.3007416,0.9999999999999999,BPG,2025-11-15
Inkspace Imaging,https://www.inkspaceimaging.com/,Pleasanton,"5635 W Las Positas Blvd Suite 403/404, Pleasanton, CA 94588, USA",,Unknown,MRI Body Array,,,,"InkSpace Imaging, Inc.","5635 W Las Positas Blvd Suite 403/404, Pleasanton, CA 94588, USA",https://www.inkspaceimaging.com/,37.6906135,-121.8839663,0.9999999999999999,BPG,2025-11-15
InnoPep,https://www.innopep.com/,San Diego,"10239 Flanders Ct suite 102, San Diego, CA 92121, USA",,Unknown,Custom Peptides,,,,"Innopep, Inc.","10239 Flanders Ct suite 102, San Diego, CA 92121, USA",http://www.innopep.com/,32.9042579,-117.1744508,0.9999999999999999,BPG,2025-11-15
Innophore,https://innophore.com/,San Francisco,,,Unknown,Structural Sequencing Software and AI,,,,,,,,,,BPG,2025-11-15
Innova Vascular,https://innovavascular.com/,Irvine,"15375 Barranca Pkwy # B101, Irvine, CA 92618, USA",,Unknown,Catheter systems for non-surgical removal of blood clots in the peripheral vasculature,,,,"Innova Vascular, Inc.","15375 Barranca Pkwy # B101, Irvine, CA 92618, USA",https://innovavascular.com/,33.6631391,-117.7433168,0.9999999999999999,BPG,2025-11-15
Innovative Device Technologies,https://idtechllc.com/,Fremont,,,Unknown,Product Development,,,,,,,,,,BPG,2025-11-15
Innovative NeuroTechnologies,https://innovneurotech.com/,Irvine,"430 Goddard, Irvine, CA 92618, USA",,Unknown,Biologics for Neuro,,,,Innovative Neurotechnologies,"430 Goddard, Irvine, CA 92618, USA",https://innovneurotech.com/,33.6314707,-117.740463,0.9999999999999999,BPG,2025-11-15
Innovex Biosciences,https://innovexbio.com/,Richmond,"1099 Essex Ave, Richmond, CA 94801, USA",,Unknown,Research products,,,,Innovex Biosciences Inc,"1099 Essex Ave, Richmond, CA 94801, USA",https://innovexbio.com/,37.9492015,-122.3672169,0.9999999999999999,BPG,2025-11-15
Innovo Therapeutics,https://innovotherapeutics.com/,San Diego,"10355 Science Center Dr Suite 260, San Diego, CA 92121, USA",,Private,AI Drug Discovery,,,,Innovo Therapeutics,"10355 Science Center Dr Suite 260, San Diego, CA 92121, USA",https://www.innovotherapeutics.com/,32.8921849,-117.2305761,0.9999999999999999,BPG,2025-11-15
Inocras,https://inocras.com/,La Jolla,"6330 Nancy Ridge Dr Unit 106, San Diego, CA 92121, USA",,Unknown,Genomic Analysis,,,,Inocras,"6330 Nancy Ridge Dr Unit 106, San Diego, CA 92121, USA",https://inocras.com/,32.8883096,-117.1830426,0.9999999999999999,BPG,2025-11-15
